post_id,user_id,post_date,content_type,likes,shares,comments
32347,8768,2024-01-12,image,25,4,8
32348,9526,2023-12-10,text,18,5,10
32349,3108,2024-08-31,text,16,7,13
32350,4344,2024-09-25,video,22,2,12
32351,9644,2024-06-25,image,27,6,21
32352,5164,2024-03-20,text,28,6,4
32353,4549,2024-02-29,image,26,0,9
32354,5239,2024-07-19,video,20,7,10
32355,7517,2023-07-22,image,23,4,11
32356,6837,2023-10-04,text,16,3,11
32357,940,2024-12-05,image,11,5,8
32358,9286,2023-09-04,image,18,4,14
32359,7091,2023-11-23,image,16,9,7
32360,3942,2023-09-07,text,24,6,11
32361,4363,2024-02-13,image,18,6,14
32362,1462,2023-12-04,image,21,5,11
32363,7936,2025-04-23,video,29,3,8
32364,9403,2025-01-06,image,24,2,8
32365,3299,2024-04-08,video,23,4,8
32366,61,2024-10-19,text,27,7,4
32367,2216,2025-04-05,image,27,6,5
32368,6276,2025-03-16,image,18,3,5
32369,4818,2025-01-31,image,23,4,9
32370,4103,2023-11-30,video,25,7,9
32371,5832,2025-05-30,text,19,12,7
32372,251,2024-10-27,text,13,4,8
32373,1600,2023-12-28,text,15,6,13
32374,7430,2024-09-19,image,23,4,8
32375,2168,2024-01-22,image,21,2,5
32376,6192,2023-11-07,image,19,7,14
32377,9478,2025-06-02,video,24,6,11
32378,9980,2024-06-14,image,25,4,9
32379,1469,2023-11-14,video,14,5,10
32380,4034,2024-08-05,video,18,3,13
32381,1503,2025-04-07,image,22,6,11
32382,9447,2025-02-02,image,30,2,8
32383,6601,2025-02-23,image,16,6,13
32384,4815,2023-10-28,image,19,4,9
32385,5045,2025-06-11,video,20,6,6
32386,28,2025-03-13,image,20,6,10
32387,7899,2024-08-21,video,14,5,5
32388,9093,2025-05-23,image,19,9,9
32389,9041,2024-08-05,text,15,4,7
32390,101,2023-10-06,text,17,7,10
32391,4511,2025-02-20,image,14,2,11
32392,7395,2024-04-02,image,22,7,6
32393,3241,2025-05-21,image,26,10,11
32394,1489,2024-05-23,text,21,4,5
32395,1454,2024-04-15,image,15,5,9
32396,1802,2025-02-01,image,20,5,8
32397,8085,2024-11-01,text,17,11,10
32398,4560,2025-02-13,image,26,4,11
32399,6241,2025-03-23,video,23,6,9
32400,7818,2024-04-26,image,27,5,15
32401,1516,2023-07-15,image,24,5,11
32402,8216,2024-02-18,image,24,2,12
32403,8588,2023-08-15,image,14,1,16
32404,1428,2023-11-18,image,15,7,14
32405,6086,2024-09-08,video,20,4,11
32406,1014,2024-11-26,image,15,6,8
32407,7280,2024-06-29,text,15,6,5
32408,4227,2024-02-08,image,24,4,15
32409,8612,2024-02-26,image,24,4,11
32410,3350,2024-06-26,image,17,8,11
32411,6077,2024-06-30,image,17,0,10
32412,7758,2025-06-14,image,14,4,8
32413,5188,2023-07-19,video,14,6,12
32414,9619,2024-04-28,video,19,6,15
32415,7019,2024-02-07,image,20,6,6
32416,4271,2024-08-29,video,24,8,10
32417,8656,2023-09-04,video,28,5,11
32418,390,2023-12-11,text,15,5,11
32419,6892,2024-01-07,video,14,8,9
32420,136,2024-03-22,image,17,2,11
32421,2457,2024-07-27,video,17,8,7
32422,2272,2024-08-13,image,26,8,8
32423,8793,2025-06-29,image,22,3,6
32424,7114,2023-11-05,video,24,2,17
32425,8811,2024-10-26,image,18,4,15
32426,9769,2025-04-22,text,12,9,10
32427,6097,2024-10-04,image,24,7,12
32428,7356,2025-03-12,image,16,9,8
32429,5507,2023-11-02,image,18,7,6
32430,8201,2024-01-29,video,19,6,9
32431,9396,2025-05-06,image,28,1,10
32432,9914,2025-02-03,image,22,8,8
32433,7612,2024-02-10,video,20,2,3
32434,8786,2025-06-26,image,14,7,8
32435,8798,2023-10-14,image,19,6,11
32436,6021,2024-01-01,video,22,1,9
32437,1470,2025-05-26,image,21,4,9
32438,1696,2024-03-13,text,17,13,15
32439,1307,2025-02-25,text,28,5,11
32440,5333,2023-08-08,video,16,2,10
32441,9880,2024-05-15,image,15,3,16
32442,5798,2024-09-01,image,24,5,11
32443,3984,2024-08-09,text,27,2,9
32444,9241,2024-03-03,video,9,5,16
32445,1736,2023-12-19,image,22,4,13
32446,4329,2025-02-12,image,16,7,8
32447,3360,2024-10-06,image,23,1,11
32448,8877,2024-01-13,image,21,2,12
32449,6328,2024-10-05,text,19,8,7
32450,9141,2025-03-16,image,21,4,5
32451,6942,2023-12-25,image,15,4,10
32452,305,2024-12-03,text,26,3,10
32453,2398,2025-04-08,video,20,1,7
32454,6068,2025-03-30,text,24,5,13
32455,2527,2025-07-01,image,22,5,6
32456,7160,2025-03-15,video,24,6,11
32457,187,2024-10-29,video,22,2,8
32458,1565,2024-05-02,text,19,5,12
32459,6814,2023-07-25,text,18,0,4
32460,1910,2024-05-04,image,19,5,14
32461,8470,2024-12-29,video,18,5,15
32462,1483,2023-10-25,image,27,7,9
32463,7905,2025-05-12,image,19,2,11
32464,4883,2024-05-27,image,20,5,8
32465,6979,2023-12-04,image,21,8,9
32466,9841,2024-08-29,text,19,8,16
32467,1925,2025-01-01,video,20,5,7
32468,2699,2023-10-27,image,19,5,13
32469,9490,2023-12-30,image,22,7,12
32470,9544,2024-10-28,image,22,9,10
32471,9410,2023-09-28,image,21,6,11
32472,272,2024-10-12,image,30,3,10
32473,1324,2023-10-19,image,18,8,8
32474,7752,2024-10-01,text,22,7,8
32475,2244,2024-02-19,text,17,11,15
32476,2953,2024-07-04,video,24,3,14
32477,331,2025-06-20,text,20,2,12
32478,5872,2024-12-28,video,25,1,8
32479,3558,2025-02-02,video,20,4,8
32480,7565,2024-07-29,image,21,5,7
32481,1828,2024-12-19,image,8,6,9
32482,7950,2024-11-26,image,18,4,8
32483,7185,2024-07-04,video,23,4,10
32484,7873,2024-02-06,text,20,5,8
32485,2174,2024-04-05,image,19,3,13
32486,3710,2025-03-09,image,20,2,9
32487,130,2024-01-20,text,18,3,10
32488,5888,2025-03-21,image,22,6,13
32489,1559,2024-04-09,text,30,9,8
32490,3201,2024-05-25,text,14,5,12
32491,3725,2025-01-11,image,20,3,18
32492,3534,2024-12-14,video,23,5,4
32493,5066,2025-01-06,video,21,5,4
32494,9996,2025-03-21,video,23,6,7
32495,4694,2023-07-16,text,13,3,11
32496,8807,2025-05-02,image,22,3,12
32497,5263,2023-12-01,video,25,4,10
32498,1865,2024-12-01,video,15,8,12
32499,688,2023-10-07,video,18,5,8
32500,7301,2024-11-20,image,20,6,15
32501,6408,2024-11-09,video,20,5,7
32502,4243,2025-04-16,image,16,3,9
32503,5960,2025-06-22,image,19,2,5
32504,6024,2024-08-29,image,31,6,10
32505,6199,2024-05-19,image,20,9,18
32506,1618,2024-07-30,video,14,5,10
32507,6081,2025-05-31,video,17,4,7
32508,1900,2025-04-06,image,22,5,7
32509,2035,2024-04-29,image,25,9,10
32510,6323,2024-04-10,text,21,6,14
32511,7530,2024-09-29,image,19,5,9
32512,7376,2023-11-24,text,15,6,18
32513,3974,2024-07-07,image,18,4,12
32514,726,2024-10-11,video,23,4,12
32515,3504,2025-04-06,text,25,9,8
32516,8032,2024-10-10,text,16,7,7
32517,9370,2025-05-16,image,19,3,6
32518,2341,2024-03-02,video,30,6,13
32519,6540,2025-06-23,image,21,4,17
32520,3042,2024-08-08,video,21,3,14
32521,7101,2023-10-01,image,16,4,11
32522,1560,2025-04-01,text,15,8,13
32523,401,2024-11-06,image,27,7,9
32524,4211,2023-11-19,image,23,3,12
32525,3332,2024-10-17,video,21,5,11
32526,4972,2024-11-13,text,27,3,8
32527,1250,2024-05-20,image,27,9,11
32528,8806,2024-02-19,image,22,5,8
32529,4227,2024-03-11,image,25,10,14
32530,6408,2025-06-10,image,26,6,10
32531,5644,2024-02-11,text,17,1,13
32532,1955,2024-08-11,text,13,4,10
32533,6978,2025-04-12,image,19,6,8
32534,8541,2025-05-28,video,22,1,7
32535,8353,2023-10-13,video,17,3,10
32536,8306,2024-06-26,image,24,1,12
32537,6162,2024-07-23,image,14,6,17
32538,7272,2023-10-10,image,17,4,9
32539,5462,2024-09-16,image,25,2,13
32540,9678,2025-01-24,image,22,9,12
32541,1629,2025-01-19,image,17,3,7
32542,7981,2024-03-31,image,19,5,11
32543,4239,2024-10-16,image,25,8,15
32544,6597,2023-09-05,image,17,7,4
32545,2499,2024-11-08,image,19,10,9
32546,1996,2023-10-07,video,17,8,12
32547,596,2024-10-31,text,18,7,3
32548,940,2025-02-05,text,17,6,13
32549,1300,2024-10-03,text,18,5,8
32550,5415,2024-01-25,image,23,2,6
32551,9345,2023-09-28,text,10,9,5
32552,3017,2025-04-08,text,25,3,10
32553,9590,2025-01-17,text,24,4,9
32554,2870,2023-12-28,image,25,3,13
32555,9353,2024-05-10,image,23,4,8
32556,6382,2024-02-21,image,14,4,15
32557,8988,2024-03-01,image,15,7,9
32558,4131,2024-12-13,image,25,2,7
32559,7464,2024-06-14,text,15,0,8
32560,2918,2024-07-04,text,16,6,11
32561,4354,2023-11-06,video,20,5,12
32562,4366,2024-09-26,image,15,3,10
32563,3119,2023-09-17,image,23,2,7
32564,6750,2023-10-05,video,16,12,9
32565,9146,2024-08-29,image,20,5,4
32566,9918,2024-07-29,image,28,5,9
32567,9703,2024-02-10,image,26,3,9
32568,9779,2025-05-05,video,22,4,12
32569,1742,2024-03-02,image,19,7,8
32570,2459,2023-08-07,video,14,6,10
32571,6356,2025-01-25,text,19,5,3
32572,9585,2025-02-24,video,23,12,9
32573,7064,2023-10-03,text,17,4,4
32574,3338,2025-03-15,image,20,4,6
32575,6279,2024-01-19,text,14,5,10
32576,6004,2024-06-16,image,25,5,7
32577,790,2025-03-01,video,25,7,11
32578,6459,2024-12-27,image,23,5,10
32579,8492,2023-07-06,text,22,2,10
32580,1322,2024-09-09,image,19,3,9
32581,6423,2023-11-19,image,24,6,5
32582,4470,2023-12-06,video,17,6,6
32583,7656,2023-09-11,image,25,7,15
32584,2110,2024-12-17,image,20,6,11
32585,7023,2024-10-06,image,23,3,16
32586,2386,2025-03-06,image,23,7,5
32587,3447,2024-04-22,image,18,6,8
32588,5086,2023-09-28,image,13,4,15
32589,7437,2024-07-05,image,26,6,14
32590,619,2024-11-20,text,14,2,12
32591,4891,2023-10-24,video,23,7,5
32592,9075,2024-04-04,image,15,5,6
32593,1704,2024-08-05,text,17,4,7
32594,7754,2025-04-29,video,18,6,8
32595,2420,2024-09-01,image,22,4,7
32596,8700,2023-10-16,image,28,6,12
32597,6372,2024-12-16,image,15,8,5
32598,1418,2024-11-30,text,16,6,11
32599,6159,2024-08-08,text,27,3,9
32600,7149,2024-01-21,image,22,5,7
32601,2861,2024-12-20,video,15,7,8
32602,2386,2024-01-24,image,28,3,14
32603,9479,2025-06-14,text,18,6,14
32604,926,2025-01-24,video,26,3,12
32605,6222,2023-11-14,image,22,3,14
32606,229,2024-06-12,image,26,4,7
32607,1769,2023-10-04,video,31,6,7
32608,6592,2024-11-12,video,16,4,14
32609,4543,2025-03-22,video,17,6,8
32610,6576,2024-08-01,text,18,7,10
32611,7337,2025-04-22,video,25,3,10
32612,4894,2023-07-27,image,20,3,6
32613,9426,2024-01-26,text,24,5,7
32614,7427,2024-04-10,image,13,7,10
32615,2597,2024-03-14,text,25,1,8
32616,9502,2024-10-22,text,21,3,12
32617,7222,2025-06-30,text,20,2,10
32618,8661,2023-09-14,video,13,5,9
32619,9046,2023-11-18,video,25,4,7
32620,6116,2025-06-23,image,16,7,10
32621,1124,2024-08-29,video,12,4,12
32622,1621,2025-05-08,image,21,5,12
32623,3975,2025-06-23,image,22,4,19
32624,7944,2024-10-19,image,18,9,10
32625,3030,2024-09-16,video,19,5,6
32626,1471,2024-04-19,text,22,5,13
32627,8285,2023-10-03,image,28,5,8
32628,1277,2023-11-07,image,22,3,10
32629,9849,2023-09-27,image,17,5,9
32630,3111,2024-11-09,image,22,1,7
32631,4642,2025-04-07,image,16,6,8
32632,3430,2024-12-09,image,22,3,14
32633,7177,2024-07-09,image,17,9,6
32634,8380,2025-06-05,video,21,5,8
32635,6789,2024-02-27,image,29,5,14
32636,6283,2025-02-07,video,12,3,10
32637,9296,2025-06-13,image,25,5,11
32638,5376,2024-11-11,image,15,7,10
32639,2227,2025-06-12,image,22,3,15
32640,1281,2024-02-29,text,16,6,10
32641,4314,2025-03-25,image,24,4,10
32642,4094,2024-06-13,image,18,3,7
32643,1341,2025-06-26,image,21,5,7
32644,8783,2024-04-20,image,21,7,9
32645,8871,2024-05-29,video,16,3,7
32646,8808,2025-02-06,image,22,5,8
32647,7984,2025-01-18,video,26,5,12
32648,9042,2025-02-01,video,22,4,9
32649,2008,2023-12-29,text,22,6,9
32650,4171,2024-05-04,text,18,5,8
32651,8528,2024-03-26,video,20,5,11
32652,8996,2023-10-09,video,22,4,9
32653,8555,2025-04-26,video,25,6,16
32654,6334,2024-07-30,image,21,7,10
32655,7640,2023-12-21,text,25,8,13
32656,2022,2025-03-04,image,11,4,13
32657,6214,2025-02-27,video,20,4,11
32658,2570,2024-07-03,image,24,7,11
32659,7382,2023-07-23,text,20,4,8
32660,2076,2024-02-25,image,16,7,13
32661,9097,2024-06-25,video,19,4,17
32662,6055,2023-08-06,image,21,7,13
32663,7998,2025-01-05,video,8,10,9
32664,4459,2023-11-09,image,18,6,6
32665,2086,2023-12-01,video,13,2,13
32666,2712,2025-05-05,image,22,5,8
32667,6848,2024-06-20,image,13,7,9
32668,3705,2025-02-17,video,23,6,11
32669,5803,2023-10-08,image,26,5,10
32670,5230,2024-11-25,image,17,4,5
32671,144,2024-12-20,text,23,2,14
32672,3269,2023-11-08,text,18,5,3
32673,9262,2024-04-11,image,17,4,7
32674,2186,2023-07-22,video,21,4,15
32675,2538,2024-04-22,video,13,4,10
32676,6746,2025-03-06,image,12,4,12
32677,5698,2024-08-03,image,25,4,8
32678,302,2023-11-25,text,20,9,12
32679,2166,2023-09-29,image,24,2,14
32680,1761,2025-01-24,text,28,4,11
32681,5287,2023-10-19,image,21,6,8
32682,2655,2023-07-10,image,15,5,12
32683,4868,2025-06-24,image,17,3,9
32684,9641,2025-06-25,image,24,9,15
32685,5093,2023-12-22,image,28,2,8
32686,6581,2025-04-30,image,17,4,10
32687,632,2024-04-15,text,14,1,10
32688,8554,2024-08-07,image,21,2,8
32689,2075,2023-10-06,text,26,5,7
32690,4401,2025-03-02,text,19,7,13
32691,2771,2024-01-07,image,13,4,8
32692,8961,2025-02-22,video,20,3,5
32693,9178,2025-06-24,image,26,5,12
32694,8397,2024-10-26,text,27,3,15
32695,9059,2024-11-05,image,21,1,10
32696,5111,2024-11-27,video,14,6,15
32697,662,2024-06-14,image,19,6,7
32698,679,2024-10-27,video,20,8,7
32699,6364,2024-11-29,video,20,5,10
32700,300,2024-03-18,image,22,9,12
32701,258,2023-09-07,video,20,5,17
32702,2763,2024-10-30,text,17,5,5
32703,240,2025-03-12,image,17,5,10
32704,7995,2025-04-30,image,21,4,6
32705,3301,2025-06-03,image,24,5,5
32706,7324,2024-12-15,image,38,6,15
32707,2266,2024-06-04,image,23,6,13
32708,4291,2024-11-08,video,22,1,10
32709,5648,2023-11-23,image,15,4,10
32710,7932,2024-12-31,video,18,3,14
32711,6707,2024-01-26,text,19,4,10
32712,6684,2024-04-20,video,22,6,9
32713,6772,2023-10-29,image,19,6,8
32714,8601,2024-01-26,video,25,4,7
32715,7609,2023-07-29,image,24,2,11
32716,521,2024-04-14,image,15,10,2
32717,5643,2024-04-11,video,24,5,8
32718,3885,2024-08-01,video,13,4,11
32719,1877,2024-09-16,text,13,6,8
32720,2742,2024-06-30,image,18,5,11
32721,3533,2023-11-16,text,18,2,12
32722,651,2024-01-01,video,17,4,9
32723,2159,2025-04-02,image,19,4,3
32724,2652,2025-02-18,text,24,6,20
32725,9221,2024-04-12,image,24,0,6
32726,9748,2024-10-09,video,19,4,7
32727,7463,2023-08-23,image,19,3,6
32728,7626,2025-03-09,text,23,9,13
32729,8130,2025-06-20,video,18,2,10
32730,7039,2024-09-18,image,20,6,7
32731,8705,2024-12-03,image,22,4,11
32732,1236,2024-11-01,text,20,5,4
32733,119,2024-08-06,image,19,4,8
32734,260,2025-03-19,image,16,4,7
32735,5519,2024-08-09,image,20,4,7
32736,1199,2024-03-05,video,25,8,8
32737,7582,2025-02-26,image,21,6,8
32738,6278,2025-06-27,image,16,7,8
32739,2433,2024-04-08,image,17,5,7
32740,7230,2023-11-03,video,19,4,13
32741,960,2025-04-24,image,29,5,5
32742,2949,2023-11-13,video,21,6,5
32743,566,2024-10-13,image,15,4,15
32744,5937,2023-11-03,image,16,7,6
32745,6659,2024-10-21,text,17,6,12
32746,2380,2024-06-09,image,26,8,7
32747,8637,2024-07-13,image,18,6,10
32748,6479,2025-03-07,image,14,6,8
32749,3540,2023-07-30,image,30,5,5
32750,2709,2023-11-23,image,19,5,11
32751,2336,2024-04-13,video,20,5,5
32752,9228,2024-11-05,image,12,2,10
32753,3045,2024-10-01,image,24,9,10
32754,7791,2025-03-12,image,19,7,8
32755,1287,2024-09-05,image,18,4,8
32756,9651,2024-02-10,image,19,7,11
32757,1631,2024-04-05,image,22,4,11
32758,4028,2024-09-12,video,22,6,17
32759,3117,2025-03-24,image,14,2,9
32760,5666,2024-03-09,image,30,2,16
32761,264,2025-06-13,video,15,8,18
32762,6445,2024-03-05,text,20,4,5
32763,5576,2025-04-19,text,25,7,13
32764,7394,2024-02-11,text,23,8,5
32765,4200,2023-10-18,image,16,2,7
32766,5083,2023-11-04,video,12,2,9
32767,8413,2025-04-18,text,21,3,16
32768,334,2023-08-03,video,21,2,11
32769,9517,2024-03-10,image,26,11,9
32770,9153,2024-02-18,video,15,5,6
32771,9673,2025-01-20,image,17,2,10
32772,436,2024-07-28,image,13,7,7
32773,2442,2025-01-18,video,25,5,11
32774,6878,2025-06-06,image,20,6,9
32775,43,2024-06-20,image,18,2,10
32776,966,2025-06-28,video,18,3,7
32777,216,2023-11-20,text,24,5,9
32778,4321,2025-04-17,image,19,5,11
32779,2706,2025-03-05,image,19,7,7
32780,8965,2025-05-09,video,16,3,10
32781,1823,2025-03-14,image,16,5,9
32782,4112,2024-09-25,image,14,5,13
32783,6437,2023-09-28,image,19,5,13
32784,8123,2023-11-26,video,21,9,15
32785,8250,2024-10-13,image,25,7,15
32786,4947,2024-07-30,video,18,4,12
32787,4744,2024-11-26,video,16,6,11
32788,1844,2024-12-21,image,21,6,9
32789,5451,2025-05-18,image,18,5,8
32790,461,2024-12-16,image,13,7,10
32791,9161,2024-09-14,image,33,7,10
32792,3816,2024-05-12,image,18,3,5
32793,7293,2024-06-16,text,18,3,11
32794,7630,2024-01-06,image,16,8,12
32795,290,2024-01-13,image,10,5,7
32796,9313,2024-11-22,image,18,3,12
32797,6393,2024-04-14,image,15,5,6
32798,8925,2024-12-11,video,17,5,7
32799,6669,2025-05-07,text,23,4,10
32800,3577,2024-12-19,video,23,3,10
32801,7986,2024-01-04,video,19,4,13
32802,6849,2024-06-23,text,16,6,11
32803,3783,2023-07-27,image,16,10,8
32804,6916,2025-04-20,image,23,6,15
32805,4938,2024-11-06,image,25,6,9
32806,4059,2024-06-01,video,18,5,10
32807,2157,2025-02-03,text,19,5,7
32808,2878,2023-12-19,image,19,8,3
32809,8135,2023-10-26,video,21,10,15
32810,9260,2023-12-12,video,19,9,13
32811,4438,2023-08-13,video,21,5,5
32812,3921,2023-07-07,video,20,5,9
32813,1128,2024-11-02,video,12,10,10
32814,6602,2023-08-31,text,18,1,12
32815,4068,2024-06-11,image,24,9,14
32816,9183,2023-09-09,image,19,5,8
32817,3487,2024-10-19,video,16,7,7
32818,4728,2025-05-02,image,19,3,7
32819,9618,2025-01-25,text,23,5,11
32820,5510,2024-04-04,text,22,3,6
32821,5482,2024-04-06,video,20,5,8
32822,9650,2025-05-14,image,22,6,18
32823,3455,2025-04-09,image,17,1,14
32824,1052,2024-07-09,image,22,4,10
32825,7275,2025-03-13,image,20,3,11
32826,2588,2024-06-03,image,14,5,13
32827,3258,2023-11-28,video,17,2,15
32828,2243,2023-10-15,image,22,4,10
32829,4868,2024-10-09,image,26,3,9
32830,9064,2025-05-21,video,17,1,15
32831,6833,2024-04-20,image,26,3,6
32832,128,2024-11-20,video,19,13,9
32833,6016,2025-04-09,video,18,4,14
32834,8298,2023-10-05,video,18,5,8
32835,1407,2024-05-05,video,18,4,12
32836,3421,2025-04-28,image,22,7,14
32837,5601,2024-05-21,video,23,5,6
32838,8183,2023-10-11,video,16,3,16
32839,9193,2023-08-28,video,25,8,12
32840,7489,2025-05-15,video,20,3,15
32841,5098,2024-03-31,text,21,6,14
32842,4113,2024-12-22,image,22,8,9
32843,1394,2024-05-28,image,21,5,8
32844,1872,2024-11-09,video,17,6,10
32845,1090,2025-04-23,image,14,5,6
32846,5536,2025-04-15,text,29,7,8
32847,4167,2024-07-06,image,16,7,6
32848,4540,2024-01-30,text,27,9,11
32849,3017,2025-03-14,image,17,5,12
32850,3316,2024-09-10,image,18,8,8
32851,3893,2025-01-29,image,21,8,8
32852,1394,2024-04-22,image,21,3,9
32853,721,2023-12-11,image,18,6,7
32854,4327,2024-07-24,video,15,8,7
32855,3598,2024-02-09,image,22,2,5
32856,4960,2025-03-30,image,26,7,5
32857,7759,2024-07-20,image,16,3,10
32858,7637,2023-08-13,video,20,4,10
32859,3881,2024-01-04,image,21,3,16
32860,4865,2024-11-15,image,19,6,14
32861,6674,2023-07-17,image,19,8,9
32862,8482,2023-12-17,text,22,5,11
32863,6244,2024-05-21,text,19,2,8
32864,6293,2024-05-05,text,26,1,9
32865,8587,2024-01-10,text,14,6,7
32866,376,2025-05-01,text,13,3,11
32867,6246,2024-08-09,text,20,5,7
32868,5747,2024-06-01,text,22,7,10
32869,4878,2024-12-04,image,18,9,9
32870,2140,2025-01-03,video,14,7,12
32871,1975,2023-08-15,video,21,4,11
32872,4502,2023-10-12,video,19,6,12
32873,6165,2024-04-29,image,15,6,14
32874,6163,2024-11-02,image,22,4,10
32875,8605,2024-08-05,image,25,8,12
32876,6346,2024-06-22,text,16,13,14
32877,6131,2025-04-07,image,24,8,13
32878,6156,2023-10-03,image,21,5,7
32879,6279,2024-12-14,text,17,6,7
32880,1379,2024-06-23,video,19,5,10
32881,1094,2024-03-20,video,27,9,6
32882,7136,2025-06-30,video,13,4,10
32883,711,2024-07-29,text,18,6,15
32884,7462,2024-01-21,image,16,1,14
32885,3487,2025-06-09,image,29,6,11
32886,4893,2023-07-20,text,20,7,12
32887,3500,2024-03-20,video,24,6,13
32888,3228,2023-12-27,video,19,3,12
32889,9804,2025-02-18,video,21,7,9
32890,731,2023-08-25,image,20,8,6
32891,6421,2024-08-20,image,16,2,14
32892,7433,2024-11-02,video,22,5,6
32893,6193,2024-09-05,image,10,4,12
32894,8802,2024-05-15,video,15,6,18
32895,7189,2024-03-18,image,16,8,12
32896,1468,2024-09-01,image,17,6,9
32897,1559,2024-03-14,text,22,8,18
32898,5258,2023-11-23,text,24,5,5
32899,230,2023-11-26,image,27,10,7
32900,6982,2024-08-01,text,27,2,13
32901,5525,2024-08-07,image,23,7,12
32902,8733,2024-11-12,image,22,7,12
32903,2875,2024-07-03,image,12,4,10
32904,9128,2024-05-03,image,16,7,14
32905,3093,2025-01-24,image,16,13,7
32906,8022,2023-10-08,video,28,4,11
32907,5731,2024-06-15,video,24,8,11
32908,6958,2023-11-03,text,17,7,12
32909,2693,2024-06-27,image,20,3,12
32910,5225,2024-02-01,text,32,4,9
32911,6767,2025-05-23,video,21,1,12
32912,4,2024-05-24,image,25,4,11
32913,4760,2023-08-19,image,22,2,15
32914,2935,2023-07-13,image,20,3,8
32915,4634,2024-01-12,image,15,5,10
32916,7362,2025-05-16,video,14,5,15
32917,2408,2024-02-18,video,22,2,11
32918,2568,2023-09-12,image,25,5,9
32919,9289,2023-07-05,video,12,5,15
32920,3150,2025-02-16,video,22,4,8
32921,7828,2024-04-20,video,20,3,9
32922,6839,2025-05-07,video,18,0,4
32923,1358,2024-09-12,image,26,6,8
32924,6229,2025-03-14,video,23,9,10
32925,5616,2024-09-09,image,16,5,10
32926,8271,2023-11-16,video,23,8,11
32927,9767,2025-03-20,video,21,4,11
32928,7474,2024-08-18,text,17,6,10
32929,1606,2024-06-19,image,22,5,8
32930,7285,2023-07-26,image,19,4,17
32931,4976,2025-04-17,image,16,3,16
32932,5570,2024-01-03,image,14,4,12
32933,28,2024-04-19,image,26,6,12
32934,1353,2023-09-11,video,20,1,12
32935,3735,2024-07-09,image,28,4,7
32936,7532,2023-09-10,image,21,3,6
32937,419,2024-10-04,image,23,3,9
32938,8453,2024-10-03,text,11,6,18
32939,2108,2024-01-30,video,18,3,6
32940,6307,2024-12-07,image,17,5,7
32941,4292,2025-02-05,image,20,2,13
32942,9097,2024-12-23,image,23,5,12
32943,2227,2024-09-16,video,14,5,10
32944,7661,2024-06-14,video,17,8,8
32945,8760,2024-01-21,image,17,6,14
32946,779,2024-03-24,video,13,7,9
32947,9118,2023-07-16,image,21,2,11
32948,6259,2025-04-21,text,19,14,12
32949,7522,2023-07-20,image,19,4,7
32950,1616,2024-10-16,text,23,5,7
32951,1850,2024-07-09,video,17,3,14
32952,1944,2023-08-12,image,26,7,11
32953,2371,2024-05-31,video,24,3,14
32954,7709,2024-01-28,image,25,3,9
32955,8234,2024-11-29,video,26,2,10
32956,3191,2024-01-21,image,17,9,7
32957,7835,2023-08-13,text,26,9,6
32958,1821,2025-03-18,text,22,3,13
32959,8633,2024-12-23,video,16,5,11
32960,8296,2024-07-06,image,17,6,15
32961,569,2024-11-28,image,26,3,14
32962,8649,2023-08-29,video,29,6,5
32963,311,2024-11-13,image,19,3,10
32964,1908,2023-11-16,video,22,3,8
32965,9900,2024-12-14,image,20,9,8
32966,3456,2024-03-09,video,24,5,8
32967,1692,2023-12-29,image,16,5,10
32968,7333,2025-03-17,video,21,3,10
32969,4503,2024-02-13,text,16,4,12
32970,581,2024-05-24,image,23,8,9
32971,2016,2023-09-25,text,17,6,10
32972,7644,2023-09-18,image,24,8,10
32973,6863,2024-03-13,image,24,3,16
32974,4056,2025-04-21,image,12,5,14
32975,7584,2025-04-22,image,17,8,11
32976,1861,2024-03-16,video,26,7,9
32977,3876,2024-11-02,text,22,3,14
32978,7419,2024-03-20,image,18,7,9
32979,3292,2023-11-23,video,14,7,7
32980,8379,2025-04-13,video,21,6,5
32981,2944,2025-05-18,image,21,3,8
32982,9815,2024-01-23,image,26,1,10
32983,2512,2024-11-04,image,19,4,9
32984,6493,2023-07-28,image,16,3,17
32985,6644,2025-03-10,image,15,10,12
32986,7835,2023-10-19,text,24,5,10
32987,1891,2024-06-10,text,20,5,6
32988,8472,2024-09-12,video,26,1,12
32989,855,2025-03-23,text,20,6,11
32990,5284,2024-12-13,video,19,4,10
32991,398,2025-01-19,image,17,2,5
32992,3504,2023-11-25,text,22,2,7
32993,4471,2023-08-15,image,17,1,20
32994,7160,2023-10-01,image,19,4,4
32995,3796,2024-04-11,video,18,3,9
32996,632,2024-09-06,image,20,6,5
32997,3037,2023-08-23,video,22,3,7
32998,928,2023-10-01,image,22,2,9
32999,9858,2023-12-29,video,24,6,8
33000,8270,2025-06-22,video,18,6,12
33001,4584,2023-07-28,image,24,6,7
33002,1062,2025-05-29,image,22,7,5
33003,6711,2024-08-07,image,18,2,13
33004,3362,2024-11-22,image,19,7,14
33005,4738,2025-05-29,video,15,3,7
33006,1700,2023-12-29,image,18,2,17
33007,5702,2024-10-08,video,26,5,3
33008,292,2024-04-02,video,23,7,11
33009,6038,2023-11-30,video,24,4,11
33010,581,2023-09-29,image,13,8,7
33011,4201,2023-08-31,image,31,3,13
33012,880,2025-02-20,video,22,8,11
33013,1483,2024-06-05,video,20,4,16
33014,7071,2024-11-11,image,20,6,12
